Date,Charge Category,Original Charge,Discount Type 1,Discount Amount,Post Discount,Adjustment,Billing Amount,Status,Gender,City,State,Program,Room,Schedule
8/1/2023,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
9/1/2023,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
10/1/2023,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
11/1/2023,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
12/1/2023,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
1/1/2024,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
2/1/2024,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
3/1/2024,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
4/1/2024,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
5/1/2024,Tuition,1100.00,Old Price Discount,-102.50,997.50,0.00,997.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
8/2/2022,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
9/1/2022,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
10/1/2022,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
11/1/2022,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
12/1/2022,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
1/1/2023,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
2/1/2023,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
3/1/2023,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
4/1/2023,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
5/1/2023,Tuition,997.50,Old Price Discount,-95.00,902.50,0.00,902.50,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
6/1/2023,Tuition,1050.00,,0.00,1050.00,0.00,1050.00,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
7/1/2023,Tuition,1050.00,,0.00,1050.00,0.00,1050.00,Active,male,Garland, Texas,Upper Elementary,Einstein,FD
9/1/2022,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1155.00,Healthcare Worker,-110.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1100.00,Healthcare Worker,-197.50,902.50,0.00,902.50,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1100.00,Healthcare Worker,-197.50,902.50,0.00,902.50,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1100.00,Healthcare Worker,-197.50,902.50,0.00,902.50,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1400.00,Healthcare Worker,-355.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1400.00,Healthcare Worker,-355.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1400.00,Healthcare Worker,-355.00,1045.00,0.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1400.00,Healthcare Worker,-355.00,1045.00,-142.50,902.50,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1400.00,Healthcare Worker,-70.00,1330.00,-285.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1400.00,Healthcare Worker,-70.00,1330.00,-285.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2022,Tuition,1155.00,Old Price Discount,-55.00,1100.00,-55.00,1045.00,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,Old Price Discount,-55.00,1100.00,-150.00,950.00,Active,male,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1050.00,Old Price Discount,-100.00,950.00,0.00,950.00,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,756.00,,0.00,756.00,0.00,756.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,353.00,,0.00,353.00,0.00,353.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1155.00,Corporate Discount,-157.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,Corporate Discount,-110.00,1045.00,-47.50,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,Corporate Discount,-110.00,1045.00,-47.50,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2022,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2022,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,Corporate Discount,-102.50,997.50,0.00,997.50,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1100.00,Friends & Family,-110.00,990.00,0.00,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1155.00,Old Price Discount,-105.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,-50.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,Old Price Discount,-55.00,1100.00,-50.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2022,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2022,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,Old Price Discount,-50.00,1050.00,0.00,1050.00,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1292.68,Sibling ,-64.63,1228.05,-1228.05,0.00,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,Sibling ,-57.75,1097.25,-107.25,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,Sibling ,-57.75,1097.25,-107.25,990.00,Active,male,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1050.00,Sibling ,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Toddler,Monet,FD
9/1/2022,Tuition,1024.39,Sibling ,-51.22,973.17,-973.17,0.00,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,721.35,Sibling ,-36.07,685.28,0.00,685.28,Active,male,Garland, Texas,Toddler,Monet,FD
10/1/2022,Tuition,1289.00,,0.00,1289.00,-1289.00,0.00,Active,male,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
9/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
10/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2023,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2024,Tuition,1155.00,,0.00,1155.00,0.00,1155.00,Active,female,Garland, Texas,Toddler,Monet,FD
11/1/2022,Tuition,1100.00,,0.00,1100.00,-1100.00,0.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
1/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
2/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
3/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
4/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
5/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
6/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
7/1/2023,Tuition,1100.00,,0.00,1100.00,0.00,1100.00,Active,female,Garland, Texas,Toddler,Monet,FD
12/1/2022,Tuition,151.14,,0.00,151.14,0.00,151.14,Active,female,Garland, Texas,Toddler,Monet,FD
8/1/2023,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
9/1/2023,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
10/1/2023,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
11/1/2023,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
12/1/2023,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
1/1/2024,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
2/1/2024,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
3/1/2024,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
4/1/2024,Tuition,1050.00,Corporate Discount,-52.50,997.50,0.00,997.50,Active,male,Garland, Texas,Primary,Van Gogh,FD
8/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
9/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
10/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
11/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
12/1/2023,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
1/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
2/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
3/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
4/1/2024,Tuition,1050.00,Employee discount,-1050.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
8/1/2022,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
9/1/2022,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
10/1/2022,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
11/1/2022,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
12/1/2022,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
1/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
2/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
3/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
4/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
5/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
6/1/2023,Tuition,1100.00,Friends & Family,-1100.00,0.00,0.00,0.00,Active,male,Garland, Texas,Primary,Van Gogh,FD
9/1/2023,Tuition,1155.00,Healthcare Worker,-112.61,1042.39,0.00,1042.39,Active,female,Garland, Texas,Primary,Van Gogh,FD
10/1/2023,Tuition,1155.00,Healthcare Worker,-112.61,1042.39,0.00,1042.39,Active,female,Garland, Texas,Primary,Van Gogh,FD
11/1/2023,Tuition,1155.00,Healthcare Worker,-112.61,1042.39,0.00,1042.39,Active,female,Garland, Texas,Primary,Van Gogh,FD
